Outflow_ON,1631877189.929,901,1800059,1800060,16350
Outflow_OFF,1631877220.001,901,30048,1830109,16623
Outflow_ON,1631878991.553,892,1800083,3600143,32705
Outflow_OFF,1631879021.625,891,30046,3630191,-32558
Outflow_ON,1631882619.253,873,3624600,7224744,101
Outflow_OFF,1631882649.324,875,30048,7254793,374
Outflow_ON,1631884420.885,860,1800088,9024833,16456
Outflow_OFF,1631884450.956,859,30047,9054880,16729
Outflow_ON,1631889838.531,766,5413034,14437867,101
Outflow_OFF,1631889868.602,766,30047,14467915,374
Outflow_ON,1631891640.167,716,1800101,16237969,16456
Outflow_OFF,1631891670.242,719,30047,16268016,16729
Inflow_ON,1631892983.194,677,33653,33654,301
Inflow_OFF,1631892988.261,692,5063,38718,347
