1631893081.355,697.0,0.0
1631893081.658,700.0,696.0
1631893081.957,693.0,696.0
1631893082.255,702.0,696.0
1631893082.559,698.0,696.0
1631893082.858,696.0,697.0
1631893083.157,698.0,697.0
1631893083.456,697.0,697.0
1631893083.759,699.0,697.0
1631893084.058,696.0,697.0
1631893084.357,702.0,697.0
1631893084.66,698.0,698.0
1631893084.959,701.0,697.0
1631893085.258,695.0,698.0
1631893085.561,699.0,698.0
1631893085.86,697.0,698.0
1631893086.159,698.0,698.0
1631893086.462,699.0,698.0
1631893086.761,699.0,698.0
1631893087.06,696.0,698.0
1631893087.359,697.0,698.0
1631893087.662,697.0,697.0
1631893087.961,695.0,697.0
1631893088.26,692.0,697.0
1631893088.563,699.0,696.0
1631893088.862,692.0,696.0
1631893089.161,698.0,696.0
1631893089.464,695.0,696.0
1631893089.763,697.0,696.0
1631893090.062,700.0,695.0
1631893090.365,699.0,696.0
1631893090.664,697.0,696.0
1631893090.963,697.0,696.0
1631893091.262,696.0,696.0
1631893091.565,693.0,697.0
1631893091.864,700.0,696.0
1631893092.163,699.0,697.0
1631893092.466,696.0,697.0
1631893092.765,695.0,697.0
1631893093.065,698.0,697.0
1631893093.368,696.0,697.0
1631893093.666,694.0,696.0
1631893093.966,701.0,696.0
1631893094.269,697.0,696.0
1631893094.568,695.0,696.0
1631893094.867,698.0,697.0
1631893095.166,697.0,696.0
1631893095.469,698.0,696.0
1631893095.768,692.0,696.0
1631893096.067,701.0,696.0
1631893096.37,697.0,696.0
1631893096.669,695.0,697.0
1631893096.968,694.0,697.0
1631893097.271,697.0,696.0
1631893097.57,698.0,696.0
1631893097.869,703.0,696.0
1631893098.172,695.0,697.0
1631893098.471,695.0,697.0
1631893098.77,699.0,696.0
1631893099.069,697.0,697.0
1631893099.372,701.0,697.0
1631893099.671,697.0,697.0
1631893099.97,694.0,697.0
1631893100.273,699.0,697.0
1631893100.572,697.0,697.0
1631893100.871,698.0,697.0
1631893101.174,696.0,697.0
1631893101.473,698.0,697.0
1631893101.772,697.0,697.0
1631893102.075,697.0,697.0
1631893102.374,699.0,697.0
1631893102.673,699.0,697.0
1631893102.972,699.0,697.0
1631893103.275,696.0,697.0
1631893103.574,691.0,697.0
1631893103.874,696.0,697.0
1631893104.176,696.0,696.0
1631893104.475,696.0,696.0
1631893104.775,697.0,696.0
1631893105.077,693.0,696.0
1631893105.376,696.0,696.0
1631893105.676,694.0,695.0
1631893105.978,699.0,695.0
1631893106.277,697.0,695.0
1631893106.577,692.0,695.0
1631893106.876,694.0,695.0
1631893107.179,695.0,695.0
1631893107.478,698.0,695.0
1631893107.777,696.0,695.0
1631893108.08,697.0,695.0
1631893108.379,694.0,695.0
1631893108.678,700.0,695.0
1631893108.981,698.0,696.0
1631893109.28,697.0,696.0
1631893109.579,696.0,696.0
1631893109.882,698.0,696.0
1631893110.181,697.0,696.0
1631893110.48,697.0,697.0
1631893110.779,695.0,697.0
1631893111.082,697.0,696.0
1631893111.381,694.0,696.0
1631893111.68,696.0,696.0
1631893111.983,700.0,696.0
1631893112.282,695.0,696.0
1631893112.581,693.0,696.0
1631893112.884,694.0,696.0
1631893113.183,692.0,695.0
1631893113.482,700.0,695.0
1631893113.785,697.0,695.0
1631893114.084,695.0,695.0
1631893114.383,697.0,695.0
1631893114.682,703.0,695.0
1631893114.985,699.0,696.0
