1629803446.3407698,782.0
1629803446.918611,781.0
1629803447.3178656,783.0
1629803447.8258147,782.0
1629803448.3376625,784.0
1629803448.8456898,785.0
1629803449.3536465,784.0
1629803449.8654735,784.0
1629803450.373408,783.0
1629803450.8813014,783.0
1629803451.3931677,783.0
1629803451.9010954,787.0
1629803452.4089746,787.0
1629803452.920854,784.0
1629803453.428585,784.0
1629803453.9366937,783.0
1629803454.4444935,787.0
1629803454.9563956,785.0
1629803455.4642558,787.0
1629803455.9721868,783.0
1629803456.4839997,782.0
1629803456.9918408,787.0
1629803457.4998581,784.0
1629803458.0117092,783.0
1629803458.5194647,783.0
1629803459.0275536,782.0
1629803459.5392177,781.0
1629803460.047316,781.0
1629803460.5552118,781.0
1629803461.0670266,780.0
1629803461.5755346,780.0
1629803462.0827959,785.0
1629803462.594669,783.0
1629803463.1026514,783.0
1629803463.6105876,783.0
1629803464.1224139,787.0
1629803464.630376,785.0
1629803465.1382914,787.0
1629803465.6501565,783.0
1629803466.1581185,781.0
1629803466.6656892,784.0
1629803467.1942837,784.0
1629803467.7265866,782.0
1629803468.2549932,782.0
1629803468.783314,216.0
1629803469.3114312,214.0
1629803469.8400707,222.0
1629803470.3723576,230.0
1629803470.9006803,688.0
1629803471.4291787,717.0
1629803471.9575179,643.0
1629803472.48587,399.0
1629803473.0182025,387.0
1629803473.5465775,529.0
1629803474.0749366,600.0
1629803474.6033292,712.0
1629803475.135626,232.0
1629803475.6638913,232.0
1629803476.1923666,222.0
1629803476.7207584,230.0
1629803477.2491357,225.0
1629803477.7814498,225.0
1629803478.3098261,228.0
1629803478.8382246,230.0
1629803479.3663893,232.0
1629803479.8948972,234.0
1629803480.4272294,230.0
1629803480.955622,227.0
1629803481.4839983,227.0
1629803482.0123825,223.0
1629803482.540687,224.0
1629803483.0729518,229.0
1629803483.6013806,232.0
1629803484.1298103,231.0
1629803484.6581607,234.0
1629803485.1905057,233.0
1629803485.7187555,235.0
1629803486.2468123,238.0
1629803486.7755837,234.0
1629803487.3039327,233.0
1629803487.8362281,233.0
1629803488.3646464,236.0
1629803488.8927944,231.0
1629803489.4213765,235.0
1629803489.9497452,231.0
1629803490.482013,229.0
1629803491.010483,228.0
1629803491.5388222,222.0
1629803492.067177,224.0
1629803492.5954058,223.0
1629803493.1278582,226.0
1629803493.6562128,223.0
1629803494.1845403,226.0
1629803494.712894,221.0
1629803495.245219,219.0
1629803495.7736442,226.0
1629803496.3020315,225.0
1629803496.8302279,224.0
1629803497.3586109,224.0
1629803497.8910456,225.0
1629803498.4194677,227.0
1629803498.9477937,224.0
1629803499.4760597,225.0
1629803500.004458,224.0
1629803500.5368476,225.0
1629803501.0649285,223.0
1629803501.5935802,226.0
1629803502.1220284,227.0
1629803502.654373,226.0
1629803503.1826296,223.0
1629803503.7110257,223.0
1629803504.2393916,225.0
1629803504.7677624,226.0
1629803505.300089,226.0
1629803505.8284874,222.0
1629803506.3568416,225.0
1629803506.8852174,224.0
1629803507.4135485,225.0
1629803507.945879,227.0
1629803508.4742193,232.0
1629803509.0024977,229.0
1629803509.5310273,234.0
1629803510.059335,233.0
1629803510.5916948,234.0
1629803511.120088,234.0
1629803511.648428,232.0
1629803512.17682,236.0
1629803512.7090938,236.0
1629803513.237502,237.0
1629803513.7657676,242.0
1629803514.2942343,245.0
1629803514.8226516,242.0
1629803515.3550022,238.0
1629803515.883327,242.0
1629803516.4116523,240.0
1629803516.939941,246.0
1629803517.4684074,241.0
1629803518.0006921,241.0
1629803518.5291512,246.0
1629803519.0575058,242.0
1629803519.5858004,244.0
1629803520.1142292,245.0
1629803520.6465366,243.0
1629803521.1748967,242.0
