1628747756.516785,134.0
1628747758.599965,202.0
1628747758.8922465,270.0
1628747759.0654771,338.0
1628747759.2480233,406.0
1628747759.4550884,473.0
1628747759.597138,541.0
1628747759.7574408,609.0
1628747759.9159172,677.0
1628747760.0957906,678.0
1628747760.271774,678.0
1628747760.449202,678.0
1628747760.6186495,678.0
1628747760.785175,678.0
1628747760.9575229,678.0
1628747761.12473,678.0
1628747761.2820086,678.0
1628747761.4360259,678.0
1628747761.6022756,677.0
1628747761.8445592,678.0
1628747761.9800804,678.0
1628747762.133131,677.0
1628747762.3054953,677.0
1628747762.4449453,677.0
1628747762.8755858,677.0
1628747763.049552,677.0
1628747763.237127,677.0
1628747763.3902435,677.0
1628747763.5250156,677.0
1628747763.6702106,677.0
1628747763.8606334,677.0
1628747764.002864,677.0
1628747764.155031,677.0
1628747764.2922535,676.0
1628747764.4617517,676.0
1628747764.6130452,676.0
1628747764.7912889,676.0
1628747764.9905512,676.0
1628747765.180978,676.0
1628747765.3411882,676.0
1628747765.4669778,676.0
1628747765.6433356,676.0
1628747765.8054416,676.0
1628747765.9693239,677.0
1628747766.1368701,677.0
1628747766.3003922,677.0
1628747766.457789,677.0
1628747766.6823263,676.0
1628747766.850109,676.0
1628747767.022207,676.0
1628747767.1776586,676.0
1628747767.3454633,676.0
1628747767.5200582,676.0
1628747767.6937923,676.0
1628747767.8508306,676.0
1628747768.0074017,676.0
1628747768.1755648,676.0
1628747768.3673353,676.0
1628747768.67858,675.0
1628747768.985827,675.0
1628747769.2970061,675.0
1628747769.6042278,675.0
1628747769.9154928,675.0
1628747770.2226562,675.0
1628747770.5338073,675.0
1628747770.841485,675.0
1628747771.153253,675.0
1628747771.4595726,675.0
1628747771.7667682,675.0
1628747772.0780065,675.0
1628747772.385491,675.0
1628747772.6964254,675.0
1628747773.0038636,675.0
1628747773.314735,675.0
1628747773.6220658,675.0
1628747773.9331527,675.0
1628747774.2404737,675.0
1628747774.5475993,675.0
1628747774.8588176,674.0
1628747775.1659808,674.0
1628747775.4772348,674.0
1628747775.7845294,674.0
1628747776.09563,674.0
1628747776.4028904,674.0
1628747776.7140074,674.0
1628747777.0215847,674.0
1628747777.3324432,674.0
1628747777.6397007,674.0
1628747777.946991,674.0
1628747778.2581475,674.0
1628747778.5654087,674.0
1628747778.8765779,674.0
1628747779.1837776,674.0
1628747779.494959,674.0
1628747779.8021836,674.0
1628747780.1133142,674.0
1628747780.420614,674.0
1628747780.7317579,674.0
1628747781.039021,674.0
1628747781.3462174,674.0
1628747781.6574163,674.0
1628747781.964564,674.0
1628747782.2758486,674.0
1628747782.5833988,674.0
1628747782.8942456,674.0
1628747783.2016115,674.0
1628747783.512686,674.0
1628747783.8198771,674.0
1628747784.1270835,674.0
1628747784.4383047,674.0
1628747784.7456698,674.0
1628747785.0567667,674.0
1628747785.3645518,674.0
1628747785.6750789,674.0
1628747785.982348,674.0
1628747786.2935667,674.0
1628747786.6007683,675.0
1628747786.9119725,675.0
1628747787.2192154,675.0
1628747787.5264466,675.0
1628747787.8376834,675.0
1628747788.1447566,675.0
1628747788.456045,675.0
1628747788.7633193,675.0
1628747789.0744286,674.0
1628747789.3816843,674.0
1628747789.6928432,674.0
1628747790.000027,674.0
1628747790.3072155,673.0
1628747790.6184886,673.0
1628747790.92631,673.0
1628747791.2369187,673.0
1628747791.5441284,673.0
1628747791.8554006,673.0
1628747792.162485,673.0
1628747792.4737902,673.0
1628747792.7809181,673.0
1628747793.0921595,673.0
1628747793.39931,673.0
1628747793.7066915,673.0
1628747794.017759,673.0
1628747794.3250272,673.0
1628747794.6362095,673.0
1628747794.9433444,673.0
1628747795.254598,673.0
1628747795.5617404,673.0
1628747795.8730204,673.0
1628747796.180226,673.0
1628747796.491432,673.0
1628747796.798655,673.0
1628747797.1058695,673.0
1628747797.417051,673.0
1628747797.7243118,672.0
1628747798.035489,672.0
1628747798.3426952,672.0
1628747798.6539516,672.0
1628747798.9611416,672.0
1628747799.272308,672.0
1628747799.5795987,672.0
1628747799.8868055,672.0
1628747800.1980872,672.0
1628747800.5051851,672.0
1628747800.8163955,672.0
1628747801.123639,672.0
1628747801.4347804,672.0
1628747801.741958,672.0
1628747802.0532315,672.0
1628747802.3604183,672.0
1628747802.6715968,672.0
1628747802.978869,672.0
1628747803.286059,672.0
1628747803.597283,672.0
1628747803.9045506,672.0
1628747804.2158098,672.0
1628747804.5239117,672.0
1628747804.8340702,672.0
1628747805.1413443,672.0
1628747805.4525034,672.0
1628747805.7597122,672.0
1628747806.0669525,672.0
1628747806.37817,672.0
1628747806.6853719,672.0
1628747806.9966013,672.0
1628747807.303754,672.0
1628747807.6149695,672.0
1628747807.9221575,672.0
1628747808.2333708,672.0
1628747808.5406942,672.0
1628747808.851868,672.0
1628747809.1590526,672.0
1628747809.4662786,672.0
1628747809.7774389,672.0
1628747810.0846057,672.0
1628747810.3959117,672.0
1628747810.7030346,672.0
1628747811.0142722,672.0
1628747811.321486,672.0
1628747811.632837,672.0
1628747811.9398746,672.0
1628747812.2511191,672.0
1628747812.5583408,672.0
1628747812.865557,672.0
1628747813.1767998,672.0
1628747813.4839613,672.0
1628747813.7951846,672.0
1628747814.1023753,672.0
1628747814.4136863,672.0
1628747814.7207804,672.0
1628747815.0320427,672.0
1628747815.339203,671.0
1628747815.6464908,671.0
1628747815.9577024,671.0
1628747816.2648258,671.0
1628747816.5760298,671.0
1628747816.8834605,671.0
1628747817.1945443,671.0
1628747817.5016768,671.0
1628747817.8129332,671.0
1628747818.120157,671.0
1628747818.4314058,671.0
1628747818.7389112,671.0
1628747819.0457385,671.0
1628747819.356917,671.0
1628747819.6642199,671.0
1628747819.9754884,671.0
1628747820.2826266,671.0
