1630392649.7521725,497.0,497.0,728.0
1630392650.4917886,496.0,497.0,723.0
1630392650.7012153,497.0,497.0,722.0
1630392650.8901768,499.0,497.0,724.0
1630392651.0936706,502.0,498.0,724.0
1630392653.297769,500.0,100.0,724.0
1630392653.6087809,494.0,198.0,724.0
1630392653.9200325,488.0,296.0,724.0
1630392654.2311091,487.0,393.0,729.0
1630392654.5424304,486.0,491.0,725.0
1630392654.853449,488.0,488.0,724.0
1630392655.1686409,491.0,488.0,724.0
1630392655.479846,496.0,489.0,723.0
1630392655.7909248,495.0,491.0,724.0
1630392656.102165,500.0,494.0,724.0
1630392656.4133813,501.0,496.0,725.0
1630392656.7244613,502.0,498.0,724.0
1630392657.0356934,500.0,499.0,723.0
1630392657.3468177,498.0,500.0,729.0
1630392657.657949,496.0,499.0,724.0
1630392657.969076,494.0,498.0,722.0
1630392658.2803133,494.0,496.0,722.0
1630392658.5953019,494.0,495.0,722.0
1630392658.9065187,492.0,494.0,724.0
1630392659.218391,494.0,493.0,724.0
1630392659.535401,497.0,494.0,724.0
1630392659.8738513,497.0,494.0,728.0
1630392660.1511333,498.0,495.0,722.0
1630392660.463413,502.0,497.0,724.0
1630392660.773509,495.0,497.0,724.0
1630392661.0876563,496.0,497.0,724.0
1630392661.395879,498.0,497.0,724.0
1630392661.7069912,501.0,498.0,724.0
1630392662.0180855,501.0,498.0,724.0
1630392662.3334672,502.0,499.0,725.0
1630392662.6444576,502.0,500.0,725.0
1630392662.9556575,503.0,501.0,729.0
1630392663.266915,501.0,501.0,722.0
1630392663.5778222,495.0,500.0,725.0
1630392663.8891344,496.0,499.0,722.0
1630392664.2003057,499.0,498.0,728.0
1630392664.5115223,502.0,498.0,725.0
1630392664.8298488,500.0,498.0,726.0
1630392665.1338081,497.0,498.0,725.0
1630392665.444997,494.0,498.0,725.0
1630392665.7600832,498.0,498.0,725.0
1630392666.0711367,497.0,497.0,722.0
1630392666.3823562,498.0,496.0,724.0
1630392666.6934888,503.0,498.0,724.0
1630392667.0047853,501.0,499.0,727.0
1630392667.3159363,501.0,500.0,725.0
1630392667.6274447,497.0,500.0,725.0
1630392667.9537308,496.0,499.0,725.0
1630392668.2494483,495.0,498.0,722.0
1630392668.560434,496.0,497.0,724.0
1630392668.8717582,497.0,496.0,725.0
1630392669.1827192,495.0,495.0,724.0
1630392669.4979584,495.0,495.0,723.0
1630392669.8092046,497.0,496.0,726.0
1630392670.120296,497.0,496.0,725.0
1630392670.431545,493.0,495.0,726.0
1630392670.7426188,495.0,495.0,726.0
1630392671.0537884,495.0,495.0,724.0
1630392671.36506,494.0,494.0,730.0
1630392671.6761184,498.0,495.0,724.0
1630392671.9871378,495.0,495.0,724.0
1630392672.2984645,497.0,495.0,725.0
1630392672.6096325,499.0,496.0,726.0
1630392672.9246595,500.0,497.0,724.0
1630392673.2359357,503.0,498.0,724.0
1630392673.5471606,499.0,499.0,728.0
1630392673.8583517,499.0,500.0,722.0
1630392674.1693637,500.0,500.0,724.0
1630392674.4805772,498.0,499.0,725.0
1630392674.791808,493.0,497.0,724.0
1630392675.1028762,500.0,498.0,725.0
1630392675.4140878,501.0,498.0,725.0
1630392675.725189,496.0,497.0,726.0
1630392676.036368,493.0,496.0,728.0
1630392676.347493,490.0,496.0,727.0
1630392676.6627152,492.0,494.0,722.0
1630392676.973935,496.0,493.0,724.0
1630392677.2848942,494.0,493.0,725.0
1630392677.5962462,502.0,494.0,724.0
1630392677.9073482,499.0,496.0,723.0
1630392678.2184675,502.0,498.0,724.0
1630392678.5297885,498.0,499.0,724.0
1630392678.8417265,494.0,499.0,727.0
1630392679.1519303,491.0,496.0,724.0
1630392679.46318,492.0,495.0,723.0
1630392679.774385,495.0,494.0,729.0
1630392680.0892498,501.0,494.0,722.0
1630392680.4004552,505.0,496.0,724.0
1630392680.7116,499.0,498.0,725.0
1630392681.0229461,498.0,499.0,723.0
1630392681.3339987,498.0,500.0,724.0
1630392681.6453226,497.0,499.0,726.0
1630392681.9563465,494.0,497.0,725.0
1630392682.2674253,496.0,496.0,725.0
1630392682.5786252,499.0,496.0,729.0
1630392682.8899462,499.0,497.0,725.0
1630392683.20092,498.0,497.0,723.0
1630392683.5121725,507.0,499.0,724.0
1630392683.8272073,502.0,501.0,724.0
1630392684.1384592,498.0,500.0,724.0
1630392684.4495769,496.0,500.0,724.0
1630392684.7609198,495.0,499.0,724.0
1630392685.071927,494.0,497.0,722.0
1630392685.3831189,491.0,494.0,725.0
1630392685.6943305,496.0,494.0,725.0
1630392686.005364,500.0,495.0,724.0
1630392686.3165505,501.0,496.0,724.0
1630392686.6277719,501.0,497.0,725.0
1630392686.9388726,499.0,499.0,725.0
1630392687.254023,498.0,499.0,725.0
1630392687.5652368,499.0,499.0,724.0
1630392687.87644,495.0,498.0,723.0
1630392688.18742,497.0,497.0,726.0
1630392688.4986,493.0,496.0,724.0
1630392688.8097975,491.0,495.0,725.0
1630392689.121075,489.0,493.0,724.0
1630392689.432228,487.0,491.0,724.0
1630392689.7434494,491.0,490.0,726.0
1630392690.0544562,496.0,490.0,724.0
1630392690.3657157,489.0,490.0,725.0
1630392690.6768904,504.0,493.0,726.0
1630392690.9919658,509.0,497.0,725.0
1630392691.3031003,505.0,500.0,725.0
1630392691.6142807,495.0,500.0,725.0
1630392691.9254096,504.0,503.0,724.0
1630392692.2366126,495.0,501.0,725.0
1630392692.5476477,498.0,499.0,725.0
1630392692.8590124,500.0,498.0,724.0
1630392693.1701326,494.0,498.0,724.0
1630392693.4814382,494.0,496.0,725.0
1630392693.792487,502.0,497.0,722.0
1630392694.1035686,496.0,497.0,725.0
1630392694.41871,503.0,497.0,727.0
1630392694.7297733,509.0,500.0,725.0
1630392695.0409675,507.0,503.0,725.0
1630392695.35206,508.0,504.0,724.0
1630392695.6634336,510.0,507.0,725.0
1630392695.9745467,509.0,508.0,725.0
1630392696.2856665,506.0,508.0,725.0
1630392696.5968387,503.0,507.0,726.0
1630392696.9086263,500.0,505.0,724.0
1630392697.2193987,499.0,503.0,728.0
1630392697.5303366,505.0,502.0,726.0
1630392697.8416526,503.0,502.0,725.0
1630392698.1565242,504.0,502.0,724.0
1630392698.4677413,503.0,502.0,723.0
1630392698.7788894,504.0,503.0,731.0
1630392699.0899594,501.0,503.0,725.0
1630392699.4012897,502.0,502.0,727.0
1630392699.71235,503.0,502.0,726.0
1630392700.0236988,502.0,502.0,724.0
1630392700.334789,501.0,501.0,726.0
1630392700.6459348,498.0,501.0,725.0
1630392700.957171,499.0,500.0,724.0
1630392701.2682908,496.0,499.0,725.0
1630392701.583388,497.0,498.0,724.0
