1632563032.264,897.0,899.0
1632563032.27,901.0,900.0
1632563032.275,900.0,900.0
1632563032.281,901.0,900.0
1632563032.285,899.0,900.0
1632563032.29,901.0,900.0
1632563032.293,901.0,900.0
1632563032.297,897.0,900.0
1632563032.3,897.0,900.0
1632563032.303,897.0,899.0
1632563033.441,904.0,0.0
1632563033.744,904.0,902.0
1632563034.043,903.0,902.0
1632563034.342,903.0,902.0
1632563034.641,904.0,902.0
1632563034.944,904.0,902.0
1632563035.243,903.0,903.0
1632563035.542,903.0,903.0
1632563035.845,903.0,903.0
1632563036.144,904.0,903.0
1632563036.443,903.0,903.0
1632563036.746,903.0,903.0
1632563037.045,903.0,903.0
1632563037.344,903.0,903.0
1632563037.647,903.0,903.0
1632563037.946,903.0,903.0
1632563038.245,903.0,903.0
1632563038.544,903.0,903.0
1632563038.847,903.0,903.0
1632563039.146,903.0,903.0
1632563039.445,901.0,903.0
1632563039.748,902.0,902.0
1632563040.047,902.0,902.0
1632563040.346,902.0,902.0
1632563040.649,902.0,902.0
1632563040.948,902.0,902.0
1632563041.247,902.0,902.0
1632563041.55,902.0,902.0
1632563041.849,902.0,902.0
1632563042.148,902.0,902.0
1632563042.447,902.0,901.0
1632563042.75,902.0,902.0
1632563043.049,902.0,902.0
1632563043.348,902.0,902.0
1632563043.651,902.0,902.0
1632563043.95,902.0,902.0
1632563044.25,902.0,902.0
1632563044.552,902.0,902.0
1632563044.851,902.0,902.0
1632563045.151,901.0,902.0
1632563045.453,902.0,901.0
1632563045.753,902.0,901.0
1632563046.052,901.0,901.0
1632563046.351,901.0,901.0
1632563046.654,902.0,901.0
1632563046.953,901.0,901.0
1632563047.252,902.0,901.0
1632563047.555,902.0,901.0
1632563047.854,896.0,901.0
1632563048.153,901.0,901.0
1632563048.456,900.0,901.0
1632563048.755,901.0,900.0
1632563049.054,901.0,900.0
1632563049.357,902.0,900.0
1632563049.656,903.0,900.0
1632563049.955,903.0,900.0
1632563050.254,903.0,901.0
1632563050.557,901.0,901.0
1632563050.856,900.0,901.0
1632563051.155,903.0,901.0
1632563051.458,903.0,901.0
1632563051.757,898.0,902.0
1632563052.056,900.0,901.0
1632563052.359,900.0,901.0
1632563052.658,901.0,901.0
1632563052.957,898.0,901.0
1632563053.26,896.0,900.0
1632563053.559,891.0,900.0
1632563053.858,896.0,899.0
1632563054.157,893.0,898.0
1632563054.46,893.0,897.0
1632563054.759,897.0,896.0
1632563055.058,889.0,896.0
1632563055.361,894.0,895.0
1632563055.66,895.0,894.0
1632563055.959,899.0,894.0
1632563056.262,896.0,894.0
1632563056.561,894.0,894.0
1632563056.86,900.0,894.0
1632563057.163,901.0,895.0
1632563057.462,901.0,895.0
1632563057.762,902.0,896.0
1632563058.06,901.0,897.0
