LOOPLOG,1632564834.484,Outflow_ON,899,1800012,1800012
LOOPLOG,1632564864.56,Outflow_OFF,811,30050,1830062
LOOPLOG,1632566636.056,Outflow_ON,902,1800041,3600053
LOOPLOG,1632566666.131,Outflow_OFF,818,30048,3630102
LOOPLOG,1632567503.131,Inflow_ON,705,4466394,4466394
LOOPLOG,1632567508.194,Inflow_OFF,696,5062,4471456
LOOPLOG,1632567565.826,Inflow_ON,762,62633,4529028
LOOPLOG,1632567570.884,Inflow_OFF,412,5062,4534090
LOOPLOG,1632567604.281,Inflow_ON,770,38431,4567460
LOOPLOG,1632589152.434,Outflow_ON,933,1800031,1800031
LOOPLOG,1632589182.51,Outflow_OFF,934,30049,1830080
LOOPLOG,1632590953.986,Outflow_ON,933,1800058,3600089
LOOPLOG,1632590984.057,Outflow_OFF,934,30050,3630139
LOOPLOG,1632592755.535,Outflow_ON,934,1800058,5400147
LOOPLOG,1632592785.61,Outflow_OFF,933,30050,5430197
LOOPLOG,1632594557.089,Outflow_ON,933,1800058,7200206
LOOPLOG,1632594587.16,Outflow_OFF,932,30050,7230256
LOOPLOG,1632596358.638,Outflow_ON,933,1800058,9000264
LOOPLOG,1632596388.713,Outflow_OFF,933,30049,9030313
LOOPLOG,1632598160.191,Outflow_ON,931,1800058,10800322
LOOPLOG,1632598190.267,Outflow_OFF,930,30049,10830371
LOOPLOG,1632599961.741,Outflow_ON,932,1800058,12600380
LOOPLOG,1632599991.816,Outflow_OFF,934,30049,12630430
LOOPLOG,1632601763.291,Outflow_ON,930,1800057,14400439
LOOPLOG,1632601793.366,Outflow_OFF,931,30049,14430488
LOOPLOG,1632603564.839,Outflow_ON,931,1800058,16200497
LOOPLOG,1632603594.914,Outflow_OFF,932,30049,16230547
