LOOPLOG,1634038844.52,Outflow_ON,14,633,634
LOOPLOG,1634038864.565,Outflow_OFF,14,20023,20657
LOOPLOG,1634038883.922,Outflow_ON,15,39367,40001
LOOPLOG,1634038903.966,Outflow_OFF,15,20023,60024
LOOPLOG,1634038903.999,Inflow_ON,15,60025,60025
LOOPLOG,1634038914.124,Outflow_ON,14,633,634
LOOPLOG,1634038936.368,Outflow_OFF,15,22216,22850
LOOPLOG,1634038953.636,Outflow_ON,14,39474,40108
LOOPLOG,1634038973.685,Outflow_OFF,17,20030,60138
LOOPLOG,1634038973.722,Inflow_ON,17,60138,60138
LOOPLOG,1634038983.761,Inflow_OFF,12,10065,70207
LOOPLOG,1634039013.779,Outflow_ON,14,60093,100201
LOOPLOG,1634039026.419,Manually Switching on valve:IN - IN; Switching ON for (ms): 1800000
LOOPLOG,1634039053.009,Manually Switching off valve: - IN 0
LOOPLOG,1634039053.124,Manually Switching off valve: - IN 0
LOOPLOG,1634039053.222,Outflow_OFF,19,39406,139607
LOOPLOG,1634039053.259,Inflow_ON,19,79466,139608
LOOPLOG,1634039055.794,Manually Switching on valve:IN - IN; Switching ON for (ms): 1800000
LOOPLOG,1634039057.232,Manually Switching on valve:IN - IN; Switching ON for (ms): 1800000
LOOPLOG,1634039058.121,Manually Switching on valve:IN - IN; Switching ON for (ms): 1800000
LOOPLOG,1634039060.73,Manually Switching off valve: - IN 0
LOOPLOG,1634039062.077,Manually Switching on valve:IN - IN; Switching ON for (ms): 18000L0
LOOPLOG,1634039064.367,Manually Switching off valve: - IN 0
LOOPLOG,1634039064.465,Inflow_OFF,15,11219,150833
LOOPLOG,1634039066.746,Manually Switching on valve:IN - IN; Switching ON for (ms): 1800000
LOOPLOG,1634039068.589,Manually Switching off valve: - IN 0
LOOPLOG,1634039070.748,Manually Switching on valve:OUT - OUT; Switching ON for (ms): 1800000
LOOPLOG,1634039072.702,Manually Switching off valve: - OUT 0
LOOPLOG,1634039093.365,Outflow_ON,16,79505,179706
LOOPLOG,1634039105.673,Manually Switching on valve:IN - IN; Switching ON for (ms): 1800000
LOOPLOG,1634039111.129,Manually Switching off valve: - IN 0
LOOPLOG,1634039113.418,Outflow_OFF,14,20036,199742
LOOPLOG,1634039113.455,Inflow_ON,14,60129,199743
LOOPLOG,1634039114.561,Manually Switching on valve:IN - IN; Switching ON for (ms): 1800000
LOOPLOG,1634039118.079,Manually Switching on valve:IN - IN; Switching ON for (ms): 1800000
LOOPLOG,1634039119.406,Manually Switching on valve:IN - IN; Switching ON for (ms): 1800000
LOOPLOG,1634039119.967,Manually Switching on valve:IN - IN; Switching ON for (ms): 1800000
LOOPLOG,1634039120.385,Manually Switching off valve: - IN 0
LOOPLOG,1634039122.282,Manually Switching on valve:IN - IN; Switching ON for (ms): 1800000
LOOPLOG,1634039130.366,Manually Switching off valve: - IN 0
LOOPLOG,1634039130.465,Inflow_OFF,13,17027,216776
LOOPLOG,1634039141.323,Manually Switching on valve:IN - IN; Switching ON for (ms): 1800000
LOOPLOG,1634039143.711,Manually Switching off valve: - IN 0
LOOPLOG,1634039145.431,Manually Switching on valve:IN - IN; Switching ON for (ms): 1800000
LOOPLOG,1634039147.385,Manually Switching off valve: - IN 0
LOOPLOG,1634039179.152,Outflow_ON,19,633,634
LOOPLOG,1634039199.197,Outflow_OFF,18,20023,20658
LOOPLOG,1634039218.578,Outflow_ON,7,39391,40025
LOOPLOG,1634039238.615,Outflow_OFF,14,20018,60043
LOOPLOG,1634039238.652,Inflow_ON,14,60044,60044
LOOPLOG,1634039248.637,Inflow_OFF,6,10009,70057
LOOPLOG,1634039278.656,Outflow_ON,18,60024,100049
LOOPLOG,1634039298.696,Outflow_OFF,14,20022,120072
LOOPLOG,1634039298.733,Inflow_ON,14,60025,120073
LOOPLOG,1634039308.756,Inflow_OFF,19,10043,130122
LOOPLOG,1634039338.774,Outflow_ON,19,60067,160117
LOOPLOG,1634039358.815,Outflow_OFF,21,20024,180141
LOOPLOG,1634039358.852,Inflow_ON,21,60062,180141
LOOPLOG,1634039368.899,Inflow_OFF,20,10066,190214
LOOPLOG,1634039398.917,Outflow_ON,19,60092,220209
LOOPLOG,1634039418.962,Outflow_OFF,21,20023,240232
LOOPLOG,1634039418.999,Inflow_ON,21,60085,240234
LOOPLOG,1634039429.042,Inflow_OFF,20,10066,250308
LOOPLOG,1634039459.064,Outflow_ON,21,60094,280303
LOOPLOG,1634039461.923,Manually Switching off valve: - OUT 0
LOOPLOG,1634039479.105,Outflow_OFF,21,20024,300327
LOOPLOG,1634039479.141,Inflow_ON,21,60086,300328
LOOPLOG,1634039489.185,Inflow_OFF,21,10066,310401
LOOPLOG,1634039508.128,Outflow_ON,22,633,634
LOOPLOG,1634039528.177,Outflow_OFF,23,20026,20660
LOOPLOG,1634039547.537,Outflow_ON,22,39373,40007
LOOPLOG,1634039555.328,Manually Switching off valve: - OUT 0
LOOPLOG,1634039567.582,Outflow_OFF,24,20024,60033
LOOPLOG,1634039567.615,Inflow_ON,24,60033,60033
LOOPLOG,1634039575.262,Manually Switching off valve: - IN 0
LOOPLOG,1634039585.657,Inflow_OFF,23,18055,78092
LOOPLOG,1634039590.138,Manually Switching on valve:IN - IN; Switching ON for (ms): 1800000
LOOPLOG,1634039590.884,Manually Switching off valve: - IN 0
LOOPLOG,1634039664.735,Outflow_ON,25,633,634
LOOPLOG,1634039684.78,Outflow_OFF,27,20024,20658
LOOPLOG,1634039704.141,Outflow_ON,25,39368,40002
LOOPLOG,1634039724.182,Outflow_OFF,29,20021,60025
LOOPLOG,1634039724.215,Inflow_ON,29,60025,60025
LOOPLOG,1634039734.258,Inflow_OFF,25,10067,70096
LOOPLOG,1634039764.28,Outflow_ON,26,60088,100091
LOOPLOG,1634039784.321,Outflow_OFF,28,20024,120115
LOOPLOG,1634039784.357,Inflow_ON,28,60086,120116
LOOPLOG,1634039794.401,Inflow_OFF,28,10066,130189
LOOPLOG,1634039824.423,Outflow_ON,29,60093,160184
LOOPLOG,1634039844.464,Outflow_OFF,29,20023,180207
