1630425341.3287237,476.0,191.0,712.0
1630425342.002346,477.0,286.0,708.0
1630425342.2531128,468.0,380.0,708.0
1630425342.4652402,476.0,475.0,709.0
1630425342.771346,479.0,475.0,712.0
1630425343.0976837,483.0,476.0,710.0
1630425343.3623626,482.0,477.0,709.0
1630425343.5915728,483.0,480.0,708.0
1630425343.822647,483.0,482.0,707.0
1630425344.133956,478.0,481.0,710.0
1630425344.4452016,481.0,481.0,710.0
1630425344.7565587,477.0,480.0,708.0
1630425345.0678072,477.0,479.0,708.0
1630425345.54537,474.0,477.0,709.0
1630425345.7896464,479.0,477.0,706.0
1630425346.0318007,476.0,476.0,713.0
1630425346.3166344,482.0,477.0,710.0
1630425346.6281703,482.0,478.0,709.0
1630425346.9394076,480.0,479.0,712.0
1630425347.2507873,475.0,479.0,709.0
1630425347.5619967,485.0,480.0,709.0
1630425347.8733768,484.0,481.0,708.0
1630425348.1847258,480.0,480.0,709.0
1630425348.495932,475.0,479.0,714.0
1630425348.8072648,481.0,481.0,709.0
1630425349.1184208,482.0,480.0,710.0
1630425349.4338086,478.0,479.0,709.0
1630425349.7448275,479.0,479.0,713.0
1630425350.0563588,481.0,480.0,709.0
1630425350.367462,479.0,479.0,708.0
1630425350.6790357,482.0,479.0,709.0
1630425350.9901311,481.0,480.0,708.0
1630425351.3015535,477.0,480.0,709.0
1630425351.612869,480.0,479.0,710.0
1630425351.924104,478.0,479.0,706.0
1630425352.2351863,479.0,479.0,709.0
1630425352.5465806,474.0,477.0,708.0
1630425352.861917,482.0,478.0,709.0
1630425353.1732364,478.0,478.0,708.0
1630425353.4844933,481.0,478.0,709.0
1630425353.7958484,483.0,479.0,708.0
1630425354.107059,482.0,481.0,709.0
1630425354.41844,482.0,481.0,710.0
1630425354.7892902,481.0,481.0,710.0
1630425355.0408895,481.0,481.0,709.0
1630425355.3521802,478.0,480.0,710.0
1630425355.6633017,477.0,479.0,709.0
1630425355.9748456,480.0,479.0,715.0
1630425356.2861316,482.0,479.0,709.0
1630425356.6014147,483.0,480.0,712.0
1630425356.9125912,481.0,480.0,709.0
1630425357.2238889,479.0,481.0,708.0
1630425357.535264,478.0,480.0,711.0
1630425357.8465784,475.0,479.0,709.0
1630425358.1577075,481.0,478.0,707.0
1630425358.469119,480.0,478.0,709.0
1630425358.7804046,483.0,479.0,708.0
1630425359.0916724,479.0,479.0,713.0
1630425359.402994,481.0,480.0,709.0
1630425359.7141204,478.0,480.0,708.0
1630425360.0294971,480.0,480.0,709.0
1630425360.3407805,475.0,478.0,708.0
1630425360.65203,480.0,478.0,710.0
1630425360.9634278,478.0,478.0,710.0
1630425361.2746716,479.0,478.0,708.0
1630425361.585907,482.0,478.0,709.0
1630425361.897224,483.0,480.0,706.0
1630425362.2083092,482.0,480.0,709.0
1630425362.519524,476.0,480.0,709.0
1630425362.8311129,478.0,480.0,709.0
1630425363.1423445,481.0,480.0,707.0
1630425363.4537053,475.0,478.0,709.0
1630425363.7688835,477.0,477.0,710.0
1630425364.080096,477.0,477.0,710.0
1630425364.3914638,482.0,478.0,709.0
1630425364.7026935,478.0,477.0,709.0
1630425365.013929,484.0,479.0,706.0
1630425365.3252351,484.0,481.0,710.0
1630425365.6367183,478.0,481.0,709.0
1630425365.947854,478.0,480.0,710.0
