1632368915.55,1.346,1.341
1632368915.849,1.35,1.341
1632368916.152,1.354,1.342
1632368916.451,1.356,1.342
1632368916.75,1.36,1.344
1632368917.049,1.364,1.346
1632368917.352,1.368,1.35
1632368917.651,1.372,1.352
1632368917.95,1.376,1.356
1632368918.249,1.382,1.36
1632368918.548,1.384,1.364
1632368918.851,1.386,1.368
1632368919.15,1.39,1.372
1632368919.449,1.392,1.374
1632368919.748,1.394,1.378
1632368920.047,1.396,1.382
1632368920.35,1.396,1.384
1632368920.678,1.394,1.388
1632368920.949,1.394,1.39
1632368921.248,1.394,1.392
1632368921.563,1.394,1.392
1632368921.85,1.392,1.394
1632368922.149,1.39,1.394
1632368922.448,1.388,1.394
1632368922.776,1.388,1.394
1632368923.05,1.388,1.394
1632368923.349,1.388,1.392
1632368923.66,1.388,1.392
1632368923.947,1.39,1.392
1632368924.246,1.388,1.39
1632368924.549,1.39,1.39
1632368924.877,1.392,1.39
1632368925.147,1.394,1.39
1632368925.446,1.394,1.39
1632368925.758,1.398,1.39
1632368926.049,1.4,1.392
1632368926.347,1.402,1.394
1632368926.647,1.402,1.394
1632368926.974,1.404,1.396
1632368927.245,1.406,1.398
1632368927.548,1.406,1.4
1632368927.859,1.406,1.4
1632368928.146,1.406,1.402
1632368928.445,1.404,1.404
1632368928.748,1.402,1.404
1632368929.072,1.4,1.404
1632368929.346,1.4,1.404
1632368929.645,1.396,1.404
1632368929.956,1.394,1.404
1632368930.247,1.394,1.402
1632368930.546,1.392,1.402
1632368930.845,1.39,1.4
1632368931.173,1.39,1.398
1632368931.443,1.39,1.398
1632368931.746,1.39,1.396
1632368932.058,1.39,1.394
1632368932.345,1.388,1.394
1632368932.643,1.392,1.392
1632368932.943,1.394,1.392
1632368933.27,1.396,1.392
1632368933.545,1.398,1.392
1632368933.844,1.4,1.392
1632368978.027,1.402,1.407
1632368978.157,1.358,4.74
1632368978.457,1.362,1.337
1632368978.756,1.364,1.339
1632368979.059,1.366,1.342
1632368979.358,1.368,1.346
1632368979.657,1.37,1.35
1632369008.465,1.37,1.354
1632369008.467,1.37,1.356
1632369008.469,1.372,1.36
1632369008.473,1.372,1.364
1632369008.475,1.374,1.368
1632369008.477,1.376,1.37
1632369008.479,1.376,1.372
1632369008.48,1.378,1.372
1632369008.482,1.38,1.374
1632369008.485,1.382,1.374
1632369008.486,1.384,1.376
1632369008.488,1.386,1.378
1632369008.497,1.388,1.378
1632369008.503,1.39,1.38
1632369008.511,1.394,1.382
1632369008.519,1.396,1.384
1632369008.525,1.398,1.386
1632369008.533,1.4,1.388
